"bookname";"price";"author";"data";"public"
"Python人脸识别从入门到工程实践 智能系统与技术丛书OpenCV计算机视觉深度学习原理Keras人脸识别算法 引擎实";67.26;"王天庆";"2019-01-01";"机械工业出版社"
"Python从入门到实践（全彩版）";44.9;"明日科技";"2020-09-01";"吉林大学出版社"
"Python从入门到实践案例教程";59.0;"祁瑞华";"2020-10-01";"清华大学出版社"
"Python从入门到精通";73.4;"王征";"2020-01-01";"中国铁道出版社"
"Python从入门到精通 9787113264154";51.35;"王征";"2020-01-01";"中国铁道出版社有限公司"
"Python从入门到精通 C语言从入门到精通 java入门到精通 全3册 电脑计算机编程入门零基础自学书籍JAVA程序设";148.0;"明日科技";"2016-01-01";"清华大学出版社"
"Python从入门到精通 明日科技 著 9787302503880 清华大学出版社【直发】 达额立减 闪电发货 80%城";74.21;"明日科技";"2018-10-01";"清华大学出版社"
"Python从入门到精通 明日科技 著 清华大学出版社【正版书籍】";46.55;"明日科技";"2018-10-01";"清华大学出版社"
"Python从入门到精通 程序设计书软件工具王征李晓波课件讲义PPT源代码教学视频实例剖析讲解编程知识基础数据库游戏开发";63.3;"王征";"2019-12-02";"中国铁道出版社"
"Python从入门到精通 软件开发视频大讲堂计算机编程语言与程序设计零基础从入门到精通python背记手册附教学微视频及";73.45;"Unknow";"2010-12-30";"清华大学出版社"
"Python从入门到精通 零基础入门学习Python 全2册 小甲鱼 零基础学习编程入门网络爬虫 pathon基础教程语";114.7;"Unknow";"2020-11-01";"科学技术文献出版社"
"Python从入门到精通+C语言从入门到精通+java入门到精通 全3册 电脑计算机编程入门零基础自学书籍JAVA程序设";175.0;"明日科技";"2020-08-06";"清华大学出版社"
"Python从入门到精通+疯狂python讲义 核心编程入门书籍零基础学习网络爬虫 python编程从入门到实践 pyt";183.0;"零一";"2019-11-04";"电子工业出版社"
"Python从入门到项目实战";80.85;"沐言科技";"2020-05-01";"中国水利水电出版社"
"Python从入门到项目实战 沐言科技,李兴华 9787517084846";56.9;"沐言科技";"2020-05-01";"中国水利水电出版社"
"Python从入门到项目实战:全程视频版 9787517084846";54.89;"沐言科技";"2020-05-01";"中国水利水电出版社"
"Python从入门到项目实战（全程视频版）";49.9;"沐言科技";"2020-05-01";"水利水电出版社"
"Python从入门到项目实践 全彩版 明日科技 自学Python软件开发从入门到精通 网格爬虫 Python语言 Pyt";95.0;"Unknow";"2019-11-04";"吉林大学出版社"
"Python从入门到项目实践 软件开发魔典 清华大学出版社 9787302534693 聚慕课教育研发中心,聚慕课教育研";75.52;"聚慕课教育研发中心";"2019-11-01";"清华大学出版社"
"Python从入门到项目实践（全彩版）";45.1;"王国辉";"2018-08-01";"吉林大学出版社"
"Python从入门到项目实践（超值版）";44.9;"聚慕课教育研发中心";"2019-11-01";"清华大学出版社"
"Python从入门到项目实践+零基础学python 全2册 自学Python软件开发从入门到精通 网格爬虫 Python";166.0;"天津滨海迅";"2017-04-01";"南开大学出版社有限公司"
"Python从基础编程到数据分析 （库区：M） 9787517088752";60.17;"陈惠贞";"2020-11-01";"中国水利水电出版社"
"Python从基础编程到数据分析 9787517088752 中国水利水电出版社 陈惠贞 著";52.98;"陈惠贞";"2020-11-01";"中国水利水电出版社"
"Python从基础编程到数据分析 陈惠贞 著 中国水利水电出版社【正版书籍】";55.38;"陈惠贞";"2020-11-01";"中国水利水电出版社"
"Python从小白到大牛";44.5;"关东升";"2018-11-01";"清华大学出版社"
"Python从小白到大牛 9787302509332";43.61;"关东升";"2018-11-01";"清华大学出版社"
"Python从小白到大牛 清华大学出版社 9787302509332 关东升 著";74.76;"关东升";"2018-11-01";"清华大学出版社"
"Python从小白到大牛（第2版）";49.5;"关东升";"2021-03-01";"清华大学出版社"
"Python从菜鸟到高手";64.0;"李宁";"2018-09-01";"清华大学出版社"
"Python代码整洁之道";39.9;"戴恩・希尔拉德";"2021-09-01";"清华大学出版社"
"python代码整洁之道 （库区：M） 9787302588221";53.47;"戴恩・希尔拉德";"2021-09-01";"清华大学出版社"
"python代码整洁之道 [美]戴恩・希尔拉德（DaneHillard） 9787302588221";63.0;"戴恩・希尔拉德";"2021-09-01";"清华大学出版社"
"Python代码整洁之道 [美]戴恩・希尔拉德（DaneHillard） 著 清华大学出版社 9787302588221";67.04;"戴恩・希尔拉德";"2021-09-01";"清华大学出版社"
"Python代码整洁之道：编写优雅的代码";73.4;"苏尼尔・卡皮尔";"2020-10-30";"机械工业出版社"
"Python代码编程 学科项目式编程";20.16;"不详";"2010-01-01";"电子工业出版社"
"Python代码编程 学科项目式编程（七年级）";29.5;"冯建刚";"2021-05-01";"电子工业出版社"
"Python代码编程 学科项目式编程（六年级）";28.4;"Unknow";"Unknow";"电子工业出版社"
"Python代码编程 学科项目式编程（六年级） （库区：M） 9787121419843";17.6;"不详";"2010-01-01";"电子工业出版社"
"Python代码编程学科项目式编程 6年级 电子工业出版社 人工智能编程教育系列教材中小学生青少年Python语言编程教";31.41;"Unknow";"Unknow";"电子工业出版社"
"Python元学习 通用人工智能的实现";29.5;"苏达桑・拉维尚迪兰";"2020-06-01";"人民邮电出版社"
"Python元学习 通用人工智能的实现 机器学习实战教程书籍 动手学深度学习TensorFlow 深";46.0;"苏达桑・拉维尚迪兰";"2020-06-01";"人民邮电出版社"
"Python元学习 通用人工智能的实现 零基础自学计算机基础小甲鱼机器语言程序设计学习快速上手网络爬虫实践书正版";59.4;"苏达桑・拉维尚迪兰";"2020-11-29";"人民邮电出版社"
"Python入门";96.75;"Bill";"2020-06-01";"东南大学出版社"
"Python入门 9787564188924";83.85;"Bill";"2020-06-01";"东南大学出版社"
"Python入门 第2版 Bill,Lubanovic 9787564188924";86.4;"Bill";"2020-06-01";"东南大学出版社"
"Python入门 第2版（影印版）";119.8;"Bill";"2020-07-01";"东南大学出版社"
"Python入门与实战";26.0;"王跃进";"2019-03-01";"西南交通大学出版社"
"Python入门与实战 9787564367916";18.2;"王跃进";"2019-03-01";"西南交通大学出版社"
"Python入门与实战 王跃进 9787564367916";18.8;"王跃进";"2019-03-01";"西南交通大学出版社"
"Python入门到人工智能实战";70.0;"吴茂贵";"2020-04-20";"北京大学出版社"
"Python入门很简单";34.5;"洪锦魁";"2019-08-05";"清华大学出版社"
"Python入门很轻松（微课超值版）";39.9;"云尚科技";"2020-07-01";"清华大学出版社"
"Python入门很轻松(微课超值版)/入门很轻松";59.4;"云尚科技|";"2020-07-01";"清华大学"
"Python入门经典";19.5;"Katie";"2014-09-01";"人民邮电出版社"
"Python入门经典 9787115362094 Katie Cunningham 人民邮电出版社";28.1;"Katie";"2014-10-01";"人民邮电出版社"
"Python入门经典 Katie Cunningham";28.5;"Katie";"2014-10-01";"人民邮电出版社"
"Python入门经典 Katie Cunningham 人民邮电出版社 9787115362094【正版 部分稀缺古旧书";52.96;"Katie";"2014-10-01";"人民邮电出版社"
"Python入门经典 人民邮电出版社";28.5;"Katie";"2014-10-01";"人民邮电出版社"
"Python入门经典 人民邮电出版社 9787115362094 Katie Cunningham";31.98;"Katie";"2014-10-01";"人民邮电出版社"
"Python全栈开发实践入门 GitLab版本控制 Web自动化测试 Python语言编程教程书 Docker容器技术";58.8;"Unknow";"2017-06-01";"电子工业出版社"
"Python全栈数据工程师养成攻略-视频讲解版( 货号:711546869)";46.6;"张宏伦";"2017-11-01";"人民邮电出版社发行部"
"Python全栈数据工程师养成攻略(视频讲解版) 人民邮电出版社";44.8;"张宏伦";"2017-11-01";"人民邮电出版社"
"Python全栈测试开发（视频案例版）";54.0;"吴泽木";"2021-11-01";"水利水电出版社"
"Python全案例学习与实践 9787121373008 沈红卫 电子工业出版社";96.0;"沈红卫";"2019-09-01";"电子工业出版社"
"Python全案例学习与实践 IDLE与Pycharm的使用 常见内外部模块及其安装 Python语法数据类型变量常量语";97.0;"沈红卫";"2021-02-24";"电子工业出版社"
"Python全案例学习与实践 电子工业出版社 9787121373008 沈红卫";106.24;"沈红卫";"2019-09-01";"电子工业出版社"
"Python函数参考手册 全彩版 编程开发实用工具书籍 Python内置函数使用技巧 计算机程序员查询实用教程 编程思维";44.0;"不详";"Unknow";"不详"
"Python函数参考手册（全彩版）";26.9;"明日科技";"2020-04-01";"吉林大学出版社"
"Python分析建设工程造价数据实战";146.9;"上海建科造价咨询有限公司";"2021-11-24";"中国建筑工业出版社"
"Python办公手册 麦叔 9787115570062 人民邮电出版社图书籍";48.0;"麦叔";"2020-10-01";"人民邮电出版社"
"Python办公效率手册";29.9;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 （库区：M） 9787115570062";40.07;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 9787115570062 枫林苑图书专营店 数量：";38.87;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 9787115570062 知礼图书专营店 数量：";38.87;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 9787115570062 麦叔 人民邮电出版社";44.3;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 Python办公自动化Python编程入门到实战Excel 表格制作PPT演示文稿Python";58.97;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 麦叔 9787115570062";47.2;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 麦叔 Python办公自动化 Python编程入门到实战学Python*加";46.6;"麦叔";"2021-10-01";"人民邮电出版社"
"Python办公效率手册 麦叔 著 人民邮电出版社 9787115570062";49.04;"麦叔";"2021-10-01";"人民邮电出版社"
"Python医学数据分析入门 Python语言程序设计及医学应用python3.8医学统计医学数据挖";70.0;"赵军";"2022-01-01";"人民邮电出版社"
"Python即学即用 张燕妮 9787111539896";33.5;"张燕妮";"2016-10-01";"机械工业出版社"
"Python即学即用 张燕妮 著 9787111539896 机械工业出版社";32.5;"张燕妮";"2016-10-01";"机械工业出版社"
"Python即学即用 张燕妮 著 机械工业出版社 9787111539896";42.0;"张燕妮";"2016-10-01";"机械工业出版社"
"Python即学即用 机械工业出版社";25.0;"张燕妮";"2016-10-01";"机械工业出版社"
"Python即学即用 计算机与互联网程与开发程语言与工具 机械工业出版社";39.0;"清宏计算机工作室";"2010-12-30";"机械工业出版社"
"Python即学即用/信息科学与技术丛书";38.5;"张燕妮";"2016-10-01";"机械工业"
"Python即学即用9787111539896北京海关图书专营店";46.0;"张燕妮";"2016-10-01";"机械工业出版社"
"Python即学即用张燕妮机械工业出版社9787111539896 RT全新图书翰林静轩图书专营店";33.0;"张燕妮";"2016-10-01";"机械工业出版社"
"Python参考手册 （美）比兹利 著,谢俊,杨越,高伟 译 人民邮电出版社 9787115242594【正版 部分稀缺";50.96;"比兹利";"2011-01-01";"人民邮电出版社"
"Python参考手册 （美）比兹利 著,谢俊,杨越,高伟 译 人民邮电出版社【正版图书】";41.0;"比兹利";"2011-01-01";"人民邮电出版社"
"Python参考手册 第4版 修订版 人民邮电出版社 9787115394392 [美]大卫 M.比兹利(David M";72.98;"大卫";"2016-10-01";"人民邮电出版社"
"Python参考手册(第4版・修订版) 人民邮电出版社";66.8;"大卫";"2016-10-01";"人民邮电出版社"
"Python参考手册（第4版・修订版）python学习手册核心编程 python基础教程入门实践 自学python爬虫从";84.0;"David";"2019-09-30";"人民邮电出版社"
"Python参考手册（第4版・修订版）程序设计算法Python基础教程核心编程+Python 3程序开发指南第2版 修订";158.0;"David";"2016-10-01";"人民邮电出版社"
"Python参考手册（第4版・修订版）程序设计算法Python基础教程核心编程经典著作+ Python入门经典";125.0;"David";"2016-10-01";"人民邮电出版社"
"Python参考手册（第4版） 比兹利 谢俊、杨越、";32.1;"比兹利";"2011-01-01";"人民邮电出版社"
"Python参考手册(第4版修订版)";80.1;"大卫M.比兹利|译者";"2016-10-01";"人民邮电"
"Python可以这样学";34.5;"董付国";"2017-02-01";"清华大学出版社"
"Python可以这样学 清华大学出版社";53.1;"董付国";"2017-02-01";"清华大学出版社"
"Python可以这样学 董付国 9787302456469";46.2;"董付国";"2017-02-01";"清华大学出版社"
"Python可以这样学 董付国 著";53.1;"董付国";"2017-02-01";"清华大学出版社"
"Python可以这样学 董付国9787302456469睿智启图书专营店";47.6;"董付国";"2017-02-01";"清华大学出版社"
"Python可以这样学9787302456469北京海关图书专营店";61.2;"董付国";"2017-02-01";"清华大学出版社"
"Python和Dask数据科学";77.6;"杰西・丹尼尔";"2020-06-01";"清华大学出版社"
"Python和Dask数据科学 杰西・丹尼尔（Jesse,C.,Daniel）,王颖,周致成,王龙江 978730255";55.9;"杰西・丹尼尔";"2020-06-01";"清华大学出版社"
"Python和NLTK自然语言处理";69.0;"尼天・哈登尼亚";"2019-04-01";"人民邮电出版社"
"Python和NLTK自然语言处理 NLP实践教程 机器学习人工智能深度学习网络数据采集处理书";69.0;"尼天・哈登尼亚";"2019-04-01";"人民邮电出版社"
"Python和Pygame游戏开发指南";29.5;"Sweigart";"2015-12-01";"人民邮电出版社"
"Python和Pygame游戏开发指南 Python语言编程指南 Pygame Python 2D游戏开发入门 计算机图";128.0;"斯维加特";"2015-12-01";"人民邮电出版社"
"Python商业数据分析";38.8;"朱顺泉";"2020-11-01";"人民邮电出版社"
"Python商业数据分析 人民邮电出版社";63.19;"朱顺泉";"Unknow";"人民邮电出版社"
"Python商业数据分析 零售和电子商务案例详解 零一著 程序设计市场大盘趋势分析 高校和培训机构相关课程教材 电子工业";51.35;"零一";"2010-12-30";"电子工业出版社"
